"index","imdb_title_id","title","year","genre","duration","country","director","production_company","budget","total_votes","median_vote","18andunder","under30","under45","males","malesunder18","malesunder30","malesunder45","females","femalesunder18","femalesunder30","femalesunder45"
"0","tt0035423","Kate & Leopold","2001","Comedy","118","USA","James Mangold","Konrad Pictures",48000000,"75298","7","6.6","6.3","6.4","6.3","6.5","6.2","6.3","6.6","6.7","6.4","6.7"
"1","tt0113026","The Fantasticks","2000","Musical","86","USA","Michael Ritchie","Michael Ritchie Productions",10000000,"1082","6","5.5","5.5","5.4","5.3","5.4","5.4","5.3","5.7","5.6","5.8","5.6"
"2","tt0118589","Glitter","2001","Drama","104","USA","Vondie Curtis-Hall","Twentieth Century Fox",22000000,"20959","1","2.6","2.1","2.1","1.9","2.1","1.9","2","2.9","3.2","2.7","2.5"
"3","tt0118652","The Attic Expeditions","2001","Comedy","100","USA","Jeremy Kasten","Tse Tse Fly Productions",1000000,"1588","5","5","5.1","4.6","5","4.7","5.1","4.6","4.8","5.8","4.6","4.6"
"4","tt0120467","Vulgar","2000","Crime","87","USA","Bryan Johnson","Chango Productions",120000,"3852","6","6","5.3","5","5.3","6.1","5.3","5.1","5.2","5.2","5.3","4.6"
"5","tt0120681","From Hell","2001","Horror","122","USA","Albert Hughes","Twentieth Century Fox",35000000,"141180","7","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.9","7","6.9","7"
"6","tt0120903","X-Men","2000","Action","104","USA","Bryan Singer","Twentieth Century Fox",75000000,"546110","7","7.4","7.4","7.4","7.3","7.3","7.3","7.4","7.6","7.6","7.6","7.7"
"7","tt0120912","Men in Black II","2002","Action","88","USA","Barry Sonnenfeld","Columbia Pictures",140000000,"323023","6","6.3","6","6.2","6.1","6.3","6","6.2","6.4","6.5","6.2","6.6"
"8","tt0120913","Titan A.E.","2000","Animation","94","USA","Don Bluth","David Kirschner Productions",75000000,"56950","7","6.8","6.6","6.4","6.6","6.7","6.6","6.4","6.8","7","6.8","6.4"
"9","tt0120917","The Emperor's New Groove","2000","Animation","78","USA","Mark Dindal","Walt Disney Feature Animation",100000000,"165955","8","7.4","7.2","7","7.2","7.3","7.2","6.9","7.6","7.7","7.5","7.3"
"10","tt0121765","Star Wars: Episode II - Attack of the Clones","2002","Action","142","USA","George Lucas","Lucasfilm",115000000,"588888","7","6.6","6.6","6.5","6.6","6.6","6.6","6.5","6.7","7","6.6","6.5"
"11","tt0121766","Star Wars: Episode III - Revenge of the Sith","2005","Action","140","USA","George Lucas","Lucasfilm",113000000,"655343","8","7.7","7.5","7.3","7.5","7.7","7.5","7.3","7.5","7.7","7.3","7.1"
"12","tt0122459","Return to Me","2000","Comedy","115","USA","Bonnie Hunt","Metro-Goldwyn-Mayer (MGM)",24000000,"18739","7","6.9","6.7","7.1","6.7","6.8","6.6","6.9","7","7","6.8","7.5"
"13","tt0123003","Bruno","2000","Comedy","108","USA","Shirley MacLaine","J&M Entertainment",10000000,"1301","7","6.5","5.9","6.3","5.8","5.8","5.6","6","6.8","7","6.4","7.1"
"14","tt0125022","Heartbreakers","2001","Comedy","123","USA","David Mirkin","Davis Entertainment",35000000,"49313","6","6.4","6.1","6.2","6.1","6.2","6.1","6.2","6.3","6.5","6.2","6.2"
"15","tt0126029","Shrek","2001","Animation","90","USA","Andrew Adamson","DreamWorks Animation",60000000,"576231","8","7.9","7.8","7.9","7.8","7.8","7.8","7.9","7.9","7.9","7.9","8.1"
"16","tt0130623","Dinosaur","2000","Animation","82","USA","Eric Leighton","Walt Disney Pictures",127500000,"49058","7","6.6","6.2","6.5","6.4","6.5","6.2","6.4","6.8","6.9","6.5","6.9"
"17","tt0133152","Planet of the Apes","2001","Action","119","USA","Tim Burton","Twentieth Century Fox",100000000,"203759","6","5.7","5.7","5.8","5.7","5.7","5.7","5.7","5.9","6","5.8","5.9"
"18","tt0133240","Treasure Planet","2002","Animation","95","USA","Ron Clements","Walt Disney Feature Animation",140000000,"93313","7","7.3","6.9","6.7","7.1","7.3","6.9","6.7","7.4","7.6","7.1","6.8"
"19","tt0134084","Scream 3","2000","Horror","116","USA","Wes Craven","Dimension Films",40000000,"117165","6","5.8","5.4","5.6","5.5","5.7","5.4","5.5","5.7","6","5.6","6"
"20","tt0134630","Duets","2000","Comedy","112","USA","Bruce Paltrow","Hollywood Pictures",21000000,"8880","6","6","6","6.3","6.1","6","6","6.3","6","6","5.8","6.3"
"21","tt0135707","Wind River","2000","Drama","97","USA","Tom Shell","Mad Dog Productions",5500000,"332","7","6.5","6.2","6.4","6.2","6.3","5.8","6.4","6.9","6.7","7.2","6.7"
"22","tt0138353","Cement","2000","Crime","97","USA","Adrian Pasdar","Ocelot Films Inc.",1700000,"381","6","9.4","7.2","4.8","5.9","8.9","6.6","4.9","8.9","9.5","9.4","3.8"
"23","tt0138524","Intolerable Cruelty","2003","Comedy","100","USA","Joel Coen","Universal Pictures",60000000,"86576","6","6.3","6.2","6.3","6.3","6.3","6.3","6.3","6","6.1","5.9","6.2"
"24","tt0138749","The Road to El Dorado","2000","Animation","89","USA","Bibo Bergeron","DreamWorks Animation",95000000,"77350","7","7.1","6.7","6.4","6.8","7","6.6","6.4","7.2","7.4","6.9","6.7"
"25","tt0138946","The Yards","2000","Crime","115","USA","James Gray","Miramax",24000000,"18797","6","6.5","6.3","6.4","6.4","6.6","6.3","6.4","6.2","6","6.2","6.4"
"26","tt0139388","It Had to Be You","2000","Comedy","96","USA","Steven Feder","Black Sheep Entertainment (I)",10000000,"1680","6","5.6","5.6","6","5.8","5.9","5.6","5.9","5.6","5.4","5.5","6.1"
"27","tt0139654","Training Day","2001","Crime","122","USA","Antoine Fuqua","Warner Bros.",45000000,"363962","8","7.9","7.7","7.4","7.7","7.9","7.7","7.4","7.4","7.5","7.3","7.3"
"28","tt0141120","The Ghost","2001","Action","86","USA","Douglas Jackson","Lonetree Entertainment",1100000,"322","4","3","3.4","4.5","3.6","2.8","3.3","4.3","4.8","4","4.4","6.4"
"29","tt0141907","Town & Country","2001","Comedy","104","USA","Peter Chelsom","New Line Cinema",90000000,"4520","5","4.4","4.4","4.5","4.4","4.2","4.4","4.5","4.5","4.7","4.4","4.6"
"30","tt0144142","Committed","2000","Comedy","98","USA","Lisa Krueger","Miramax",3000000,"3547","5","5.3","4.9","5.4","5","5.1","4.8","5.3","5.3","5.5","5.2","5.7"
"31","tt0144528","Nutty Professor II: The Klumps","2000","Comedy","106","USA","Peter Segal","Universal Pictures",84000000,"46298","5","4.5","4.3","4.3","4.3","4.5","4.3","4.3","4.3","4.5","4.2","4.5"
"32","tt0145487","Spider-Man","2002","Action","121","USA","Sam Raimi","Columbia Pictures",139000000,"653185","7","7.4","7.2","7.3","7.3","7.4","7.2","7.3","7.1","7.2","7","7.2"
"33","tt0146309","Thirteen Days","2000","Drama","145","USA","Roger Donaldson","New Line Cinema",80000000,"51502","7","7.2","7.2","7.3","7.3","7.3","7.3","7.3","7.1","7.1","7","7.3"
"34","tt0146803","Goodnight, Joseph Parker","2004","Drama","81","USA","Dennis Brooks","Kubla Khan Pictures",1500000,"1461","8","6.5","7.9","5.7","7.3","6","7.9","5.4","7.8","6.5","7.8","7.1"
"35","tt0146984","The Legend of Bagger Vance","2000","Drama","126","USA","Robert Redford","Twentieth Century Fox",80000000,"51348","7","7","6.7","6.7","6.7","7","6.7","6.7","6.7","6.9","6.6","6.9"
"36","tt0149624","All the Pretty Horses","2000","Drama","116","USA","Billy Bob Thornton","Columbia Pictures",57000000,"12514","6","5.9","5.7","6","5.9","5.9","5.8","6","5.7","5.8","5.5","5.8"
"37","tt0155754","I'll Remember April","2000","Drama","90","USA","Bob Clark","Regent Entertainment",1800000,"582","7","6.1","6.3","6.3","6.1","5.9","6.1","6.1","6.7","6.3","7","7.6"
"38","tt0156323","Screwed","2000","Comedy","81","USA","Scott Alexander","Universal Pictures",10000000,"7798","6","6.1","5.8","5.3","5.8","6.1","5.8","5.3","5.9","6.4","5.9","5.7"
"39","tt0156812","My Dog Skip","2000","Comedy","95","USA","Jay Russell","Alcon Entertainment",6000000,"18571","7","7.1","6.8","7.2","6.9","7","6.7","7.1","7.2","7.3","7","7.5"
"40","tt0156841","The Next Best Thing","2000","Comedy","108","USA","John Schlesinger","Lakeshore Entertainment",25000000,"10409","5","5","4.6","4.7","4.6","4.6","4.5","4.6","4.8","5.2","4.8","4.9"
"41","tt0157472","Clockstoppers","2002","Action","94","USA","Jonathan Frakes","Paramount Pictures",26000000,"12838","5","5.2","5.1","5.3","5.1","5.2","5.1","5.2","5.3","5.4","5.1","5.6"
"42","tt0158622","The Flintstones in Viva Rock Vegas","2000","Comedy","90","USA","Brian Levant","Universal Pictures",83000000,"19984","4","3.9","3.4","3.6","3.5","3.7","3.3","3.5","4.2","4.4","3.9","4.2"
"43","tt0159273","Behind Enemy Lines","2001","Action","106","USA","John Moore","Twentieth Century Fox",40000000,"95606","7","6.7","6.4","6.4","6.4","6.7","6.4","6.3","6.6","6.7","6.5","6.7"
"44","tt0160275","Final Solution","2001","Action","102","USA","Cristobal Krusen","Integrity Media",1500000,"149","8","7","7.4","5.8","6.5","7","7.4","5.6","5.7","10","10","5.5"
"45","tt0160399","Impostor","2001","Drama","95","USA","Gary Fleder","Dimension Films",30000000,"21910","6","6.2","6.2","6.3","6.2","6.1","6.2","6.3","6.4","6.3","6.4","6.6"
"46","tt0160484","Lost Souls","2000","Drama","97","USA","Janusz Kaminski","Prufrock Pictures",50000000,"10133","5","4.9","4.8","5","4.8","4.7","4.8","4.9","5","5.5","4.9","5.4"
"47","tt0160495","Luckytown","2000","Drama","101","USA","Paul Nicholas","A Plus Entertainment",12000000,"853","5","4.6","4.7","4.7","4.7","4.5","4.7","4.7","5","4.9","5","4.8"
"48","tt0160547","More Dogs Than Bones","2000","Comedy","92","USA","Michael Browning","More Dogs Inc.",7000000,"351","5","4","4.7","5.3","4.9","3.7","4.8","5.1","4.9","4.6","4.4","7.3"
"49","tt0160706","The Prodigy","2005","Crime","120","USA","William Kaufman","F5 Films",114000,"860","6","6.1","5.4","5.5","5.5","6.1","5.5","5.4","5.6","6.7","3.9","7.5"
"50","tt0161081","What Lies Beneath","2000","Drama","130","USA","Robert Zemeckis","DreamWorks",100000000,"112097","7","6.6","6.5","6.6","6.5","6.5","6.5","6.5","6.8","6.8","6.8","6.9"
"51","tt0161083","What's the Worst That Could Happen?","2001","Comedy","94","USA","Sam Weisman","Metro-Goldwyn-Mayer (MGM)",60000000,"14317","6","6","5.4","5.3","5.5","5.9","5.4","5.2","5.7","6.1","5.5","5.7"
"52","tt0162222","Cast Away","2000","Adventure","143","USA","Robert Zemeckis","Twentieth Century Fox",90000000,"483947","8","8","7.7","7.5","7.8","8","7.7","7.5","7.7","7.9","7.6","7.6"
"53","tt0162838","Three Days of Rain","2002","Drama","98","USA","Michael Meredith","Hillstrom Entertainment",3500000,"216","7","5","5.8","5.5","5.5","5","5.9","5.3","5.8","7.2","5.5","6.6"
"54","tt0163025","Jurassic Park III","2001","Action","92","USA","Joe Johnston","Universal Pictures",93000000,"280727","6","6.1","5.8","6.1","5.9","6","5.7","6","6.2","6.4","6","6.3"
"55","tt0163125","The Operator","2000","Comedy","102","USA","Jon Dichter","Black Wolf Productions",1500000,"277","6","5","5.1","5.2","5.1","4.9","5","5.2","5.5","10","5.6","5.4"
"56","tt0163676","The In Crowd","2000","Drama","105","USA","Mary Lambert","Morgan Creek Entertainment",24000000,"4121","5","5.4","4.6","4.6","4.4","4.9","4.4","4.4","5.4","5.9","5.3","5.2"
"57","tt0164003","City of Ghosts","2002","Crime","116","USA","Matt Dillon","United Artists",17500000,"4767","6","6","6","6.1","6","5.9","6","6.1","5.9","6.1","5.7","6.1"
"58","tt0165361","Highway","2002","Crime","97","USA","James Cox","Alex Entertainment Inc.",14000000,"5920","7","6.5","6.2","5.7","6","6.3","6.1","5.5","6.6","6.7","6.6","6.4"
"59","tt0165929","Romeo Must Die","2000","Action","115","USA","Andrzej Bartkowiak","Warner Bros.",25000000,"64061","6","6.3","6.1","6.1","6.1","6.3","6.1","6.1","6.2","6.4","6.1","6.3"
"60","tt0165982","Sinbad: Legend of the Seven Seas","2003","Animation","86","USA","Patrick Gilmore","DreamWorks",60000000,"45819","7","6.8","6.6","6.4","6.6","6.6","6.6","6.4","7","7.1","6.7","6.6"
"61","tt0166110","Bones","2001","Crime","96","USA","Ernest R. Dickerson","New Line Cinema",16000000,"6308","4","4.5","3.9","4.3","4.1","4.5","3.9","4.2","4.3","4.4","4.1","4.8"
"62","tt0166158","Daddy and Them","2001","Comedy","101","USA","Billy Bob Thornton","Free Hazel Films",4000000,"2054","6","5.2","5.6","5.9","5.7","5.2","5.6","5.8","5.8","5.7","5.6","6.3"
"63","tt0166276","Monkeybone","2001","Animation","93","USA","Henry Selick","Twentieth Century Fox",75000000,"16051","5","5","4.6","4.6","4.7","5","4.6","4.6","4.9","5.1","4.8","4.9"
"64","tt0166813","Spirit: Stallion of the Cimarron","2002","Animation","83","USA","Kelly Asbury","DreamWorks Animation",80000000,"59455","7","7.3","6.8","6.7","6.9","7","6.7","6.6","7.6","7.8","7.1","7"
"65","tt0167190","Hellboy","2004","Action","122","USA","Guillermo del Toro","Revolution Studios",66000000,"295236","7","6.8","6.8","7","6.8","6.8","6.8","7","6.8","6.8","6.8","7.1"
"66","tt0167203","I Dreamed of Africa","2000","Adventure","114","USA","Hugh Hudson","Columbia Pictures",50000000,"4193","6","6.3","5.5","5.7","5.4","5.8","5.3","5.5","6.2","6.7","6.1","6.1"
"67","tt0168786","Antwone Fisher","2002","Biography","120","USA","Denzel Washington","Fox Searchlight Pictures",12500000,"31128","8","7.5","7.2","7.2","7.2","7.5","7.2","7.1","7.6","7.6","7.5","7.7"
"68","tt0170016","How the Grinch Stole Christmas","2000","Comedy","104","USA","Ron Howard","Universal Pictures",123000000,"186704","6","6.3","5.9","5.9","5.9","6.1","5.8","5.8","6.7","6.8","6.4","6.5"
"69","tt0170452","Prince of Central Park","2000","Action","109","USA","John Leekley","Seagal/Nasso Productions",7000000,"512","6","5.5","4.9","5.4","5.1","5.6","5","5.3","5.3","5.3","4.9","5.8"
"70","tt0171356","Gun Shy","2000","Comedy","101","USA","Eric Blakeney","Hollywood Pictures",14000000,"6686","6","5.9","5.6","5.8","5.7","5.8","5.6","5.7","5.8","6.1","5.5","6.2"
"71","tt0171359","Hamlet","2000","Drama","112","USA","Michael Almereyda","double A Films",2000000,"8825","6","5.9","5.9","6","5.9","5.8","5.9","5.8","6","6.1","5.9","6.5"
"72","tt0171433","Keeping the Faith","2000","Comedy","128","USA","Edward Norton","Spyglass Entertainment",29000000,"48337","7","6.4","6.3","6.4","6.3","6.4","6.3","6.4","6.4","6.3","6.4","6.6"
"73","tt0172156","Bad Boys II","2003","Action","147","USA","Michael Bay","Columbia Pictures",130000000,"210737","7","6.8","6.5","6.1","6.6","6.8","6.5","6.1","6.6","6.8","6.5","6.4"
"74","tt0174336","Whipped","2000","Comedy","82","USA","Peter M. Cohen","Hi-Rez Films",3000000,"3832","5","4.8","4.5","4.6","4.6","4.6","4.5","4.6","4.6","5.4","4.7","4.1"
"75","tt0174480","Autumn in New York","2000","Drama","103","USA","Joan Chen","Metro-Goldwyn-Mayer (MGM)",65000000,"23732","6","6.1","5.6","5.5","5.6","5.8","5.6","5.4","5.8","6.2","5.7","5.6"
"76","tt0175142","Scary Movie","2000","Comedy","88","USA","Keenen Ivory Wayans","Dimension Films",19000000,"219526","6","6.3","6.2","5.8","6.3","6.4","6.2","5.8","5.9","6","5.7","5.8"
"77","tt0175526","Cherry Falls","2000","Horror","92","USA","Geoffrey Wright","Rogue Pictures",14000000,"11616","5","5.5","5.1","5.1","5.1","5.5","5","5","5.3","5.5","5.2","5.4"
"78","tt0176783","Gossip","2000","Drama","90","USA","Davis Guggenheim","NPV Entertainment",24000000,"13895","6","6.3","5.9","5.8","5.8","6","5.8","5.6","6.3","6.5","6.3","6.4"
"79","tt0177885","Killer Bud","2001","Comedy","92","USA","Karl T. Hirsch","Flashpoint (I)",3000000,"433","5","5.1","4.5","5.1","4.6","5.1","4.5","4.9","4.6","5","4.1","7.4"
"80","tt0177971","The Perfect Storm","2000","Action","130","USA","Wolfgang Petersen","Warner Bros.",140000000,"149125","7","6.6","6.3","6.5","6.4","6.6","6.3","6.5","6.4","6.5","6.3","6.7"
"81","tt0179098","Moonlight Mile","2002","Drama","117","USA","Brad Silberling","Touchstone Pictures",21000000,"13022","7","6.7","6.6","6.6","6.6","6.8","6.6","6.5","6.6","6.7","6.6","6.7"
"82","tt0179473","South of Heaven, West of Hell","2000","Drama","131","USA","Dwight Yoakam","Delta Deuce Films",4000000,"1331","4","4.5","3.8","4.3","4.1","4.7","3.9","4.3","3.9","4.2","3.5","4.2"
"83","tt0179803","Angels with Angles","2005","Comedy","87","USA","Scott Edmund Lane","Sierra Mar Pictures",1500000,"121","6","5","5.2","4.1","5.1","4.9","5.9","4.2","3.6","7.5","2.3","3.2"
"84","tt0180093","Requiem for a Dream","2000","Drama","102","USA","Darren Aronofsky","Artisan Entertainment",4500000,"716712","9","8.4","8.3","7.9","8.3","8.4","8.3","7.9","8.3","8.4","8.3","7.9"
"85","tt0180679","Escanaba in da Moonlight","2001","Comedy","91","USA","Jeff Daniels","Purple Rose Productions",1000000,"1658","7","6.9","6.3","6.5","6.4","6.8","6.2","6.2","7.2","7.4","6.2","7.7"
"86","tt0181151","What Planet Are You From?","2000","Comedy","105","USA","Mike Nichols","Brillstein-Grey Entertainment",60000000,"8849","6","5.4","5.6","5.7","5.6","5.4","5.6","5.7","5.6","5.6","5.5","5.7"
"87","tt0181536","Finding Forrester","2000","Drama","136","USA","Gus Van Sant","Columbia Pictures",43000000,"79790","8","7.5","7.3","7.2","7.3","7.5","7.3","7.2","7.4","7.6","7.3","7.4"
"88","tt0181689","Minority Report","2002","Action","145","USA","Steven Spielberg","Twentieth Century Fox",102000000,"478710","8","7.7","7.6","7.5","7.6","7.7","7.6","7.5","7.5","7.6","7.5","7.5"
"89","tt0181739","Osmosis Jones","2001","Animation","95","USA","Bobby Farrelly","Warner Bros.",70000000,"30370","6","6.4","6.2","6.1","6.2","6.4","6.2","6.1","6.4","6.5","6.2","6.4"
"90","tt0181836","The Specials","2000","Action","82","USA","Craig Mazin","Brillstein-Grey Entertainment",1000000,"2121","6","6","5.8","5.6","5.8","6.1","5.9","5.6","5.5","5.6","5.5","5.6"
"91","tt0181875","Almost Famous","2000","Adventure","122","USA","Cameron Crowe","Columbia Pictures",60000000,"238517","8","8","7.8","7.7","7.9","8","7.8","7.7","7.8","7.9","7.7","7.7"
"92","tt0181984","Boiler Room","2000","Crime","120","USA","Ben Younger","New Line Cinema",7000000,"47019","7","7.1","7","6.9","7","7.1","7.1","6.9","6.9","7","6.9","6.8"
"93","tt0182508","Urbania","2000","Drama","103","USA","Jon Shear","Daly-Harris Productions",225000,"2857","8","6.4","6.8","6.9","6.8","6.6","6.7","6.9","6.7","5.7","7.2","6.3"
"94","tt0183505","Me, Myself & Irene","2000","Comedy","116","USA","Bobby Farrelly","Twentieth Century Fox",51000000,"212720","7","6.7","6.6","6.3","6.6","6.8","6.6","6.3","6.1","6.4","6","5.8"
"95","tt0183523","Mission to Mars","2000","Adventure","114","USA","Brian De Palma","Touchstone Pictures",100000000,"67844","6","5.9","5.7","5.8","5.7","5.8","5.7","5.8","5.9","6.1","5.7","6.1"
"96","tt0183649","Phone Booth","2002","Crime","81","USA","Joel Schumacher","Fox 2000 Pictures",13000000,"240413","7","7.2","7","6.8","7.1","7.2","7.1","6.8","6.9","7","6.8","6.9"
"97","tt0183659","Pollock","2000","Biography","122","USA","Ed Harris","Brant-Allen",6000000,"25832","7","7.1","6.9","7","7","7.1","7","7","7","7.1","6.9","7.2"
"98","tt0183790","A Knight's Tale","2001","Action","132","USA","Brian Helgeland","Columbia Pictures",65000000,"160625","7","7.1","6.8","6.9","6.8","7.1","6.7","6.8","7.2","7.4","7.1","7.4"
"99","tt0183808","Spanish Judges","2000","Crime","98","USA","Oz Scott","Collectors Films LLC",3500000,"478","5","4","5","5","5","3.4","5","5.1","4.7","5.3","4.7","4.6"
"100","tt0184791","O","2001","Drama","95","USA","Tim Blake Nelson","Chickie the Cop",5000000,"18702","6","6.4","6.1","5.9","6.1","6.4","6.1","5.9","6.1","6.3","6","6.1"
"101","tt0184858","Reindeer Games","2000","Action","104","USA","John Frankenheimer","Dimension Films",42000000,"35974","6","6","5.7","5.9","5.8","6","5.7","5.9","5.7","6","5.5","5.9"
"102","tt0184907","Snow Day","2000","Adventure","89","USA","Chris Koch","MFF Feature Film Productions",13000000,"10861","5","5.3","4.9","5.1","5","5.1","4.9","5.1","5.4","5.7","5.1","5.3"
"103","tt0185007","Whispers: An Elephant's Tale","2000","Family","72","USA","Dereck Joubert","Walt Disney Pictures",4000000,"254","5","5.3","4.5","5.2","4.8","4.4","4.3","5.2","5.7","7.4","5","5.5"
"104","tt0185183","Battlefield Earth","2000","Action","118","USA","Roger Christian","Warner Bros.",73000000,"73624","2","2.1","2.5","2.7","2.5","2","2.5","2.8","2.5","2.4","2.5","2.6"
"105","tt0185431","Little Nicky","2000","Comedy","90","USA","Steven Brill","Avery Pix",85000000,"93318","6","5.6","5.2","4.8","5.3","5.6","5.2","4.8","5.4","5.7","5.2","5.1"
"106","tt0186045","Drowning Mona","2000","Comedy","96","USA","Nick Gomez","Code Entertainment",37000000,"12777","6","5.7","5.6","5.8","5.7","5.7","5.6","5.7","5.9","5.8","5.7","6.2"
"107","tt0186151","Frequency","2000","Crime","118","USA","Gregory Hoblit","New Line Cinema",31000000,"96122","8","7.6","7.3","7.3","7.3","7.5","7.3","7.2","7.5","7.7","7.4","7.6"
"108","tt0186549","The Simian Line","2000","Drama","106","USA","Linda Yellen","DaWa Movies",2000000,"338","6","5.3","5.1","5.3","5.1","6.8","5.4","5","5.9","7.3","3.8","6.7"
"109","tt0186566","Space Cowboys","2000","Action","130","USA","Clint Eastwood","Clipsal Films",65000000,"70028","7","6.6","6.3","6.6","6.4","6.6","6.3","6.5","6.6","6.7","6.3","6.9"
"110","tt0186589","Sugar & Spice","2001","Comedy","81","USA","Francine McDougall","New Line Cinema",27000000,"13016","6","6.2","5.5","5.7","5.4","5.9","5.3","5.5","6.1","6.4","5.9","6.2"
"111","tt0186894","Bounce","2000","Drama","106","USA","Don Roos","Miramax",35000000,"19374","6","5.9","5.5","5.8","5.7","5.9","5.6","5.8","5.7","5.9","5.5","5.9"
"112","tt0186975","Down to You","2000","Comedy","91","USA","Kris Isacsson","Open City Films",11000000,"13787","5","5.3","4.9","5","4.8","5.1","4.8","5","5.2","5.3","5.1","5.2"
"113","tt0187078","Gone in Sixty Seconds","2000","Action","118","USA","Dominic Sena","Touchstone Pictures",90000000,"249631","7","6.7","6.5","6.1","6.5","6.7","6.5","6.1","6.6","6.7","6.5","6.4"
"114","tt0187559","Playing Mona Lisa","2000","Comedy","97","USA","Matthew Huffman","The Bubble Factory",3000000,"766","6","6.3","6.1","5.4","5.7","6.6","5.9","5.3","6.3","6","6.5","6"
"115","tt0188160","Price of Glory","2000","Drama","118","USA","Carlos Avila","New Line Cinema",18000000,"771","7","6.8","6.2","6","6.1","6.9","6.1","5.9","6.7","6.6","6.9","6.5"
"116","tt0190138","The Whole Nine Yards","2000","Comedy","98","USA","Jonathan Lynn","Franchise Pictures",41300000,"104753","7","6.8","6.7","6.7","6.7","6.8","6.7","6.7","6.8","6.9","6.8","6.8"
"117","tt0191133","The Fighting Temptations","2003","Comedy","123","USA","Jonathan Lynn","Paramount Pictures",30000000,"6500","6","5.8","5.3","5.6","5.4","5.8","5.3","5.6","5.7","5.9","5.4","6"
"118","tt0191397","The Replacements","2000","Comedy","118","USA","Howard Deutch","Bel Air Entertainment",50000000,"55385","7","6.8","6.5","6.5","6.5","6.8","6.5","6.5","6.7","6.9","6.6","7.1"
"119","tt0191754","28 Days","2000","Comedy","103","USA","Betty Thomas","Columbia Pictures",43000000,"41621","6","6.3","5.9","6.1","5.8","6","5.7","5.9","6.4","6.5","6.3","6.5"
"120","tt0192071","Get Over It","2001","Comedy","87","USA","Tommy O'Haver","Miramax",22000000,"17290","6","5.8","5.7","5.8","5.7","5.9","5.6","5.8","5.8","5.8","5.8","6.1"
"121","tt0192111","Head Over Heels","2001","Comedy","86","USA","Mark Waters","Universal Pictures",14000000,"13381","6","5.7","5.3","5.5","5.2","5.3","5","5.4","5.8","5.9","5.6","5.8"
"122","tt0193560","Texas Rangers","2001","Action","90","USA","Steve Miner","Greisman Productions",38000000,"5304","5","5.1","5","5.5","5.1","5.2","4.9","5.5","5.3","5","5.1","6.1"
"123","tt0194218","Panic","2000","Comedy","88","USA","Henry Bromell","Artisan Entertainment",1000000,"7797","7","6.8","6.6","6.7","6.7","6.8","6.6","6.6","6.4","6.3","6.2","6.7"
"124","tt0194368","Chain of Fools","2000","Comedy","98","USA","Pontus Löwenhielm","Bel Air Entertainment",20000000,"3788","6","6.6","6.1","5.8","6.1","6.6","6.1","5.8","6.1","6.6","6.1","5.9"
"125","tt0195685","Erin Brockovich","2000","Biography","131","USA","Steven Soderbergh","Universal Pictures",52000000,"162320","7","7.5","7.2","7.4","7.2","7.4","7.1","7.3","7.5","7.6","7.5","7.6"
"126","tt0195714","Final Destination","2000","Horror","98","USA","James Wong","New Line Cinema",23000000,"216154","7","6.7","6.7","6.7","6.7","6.7","6.7","6.7","6.8","6.7","6.8","7"
"127","tt0195778","Here on Earth","2000","Drama","96","USA","Mark Piznarski","Fox 2000 Pictures",15000000,"8070","5","5.5","5.1","5.3","4.9","5.1","4.8","5.1","5.5","5.7","5.4","5.8"
"128","tt0195945","Next Friday","2000","Comedy","98","USA","Steve Carr","New Line Cinema",11000000,"34529","6","6.4","6","5.8","6.1","6.4","6","5.8","6.2","6.5","6","6.1"
"129","tt0196158","Ticker","2001","Action","92","USA","Albert Pyun","Artisan Entertainment",7000000,"6365","4","3.8","3.3","3.7","3.5","3.8","3.3","3.7","3.7","3.6","3.4","4.2"
"130","tt0196216","Small Time Crooks","2000","Comedy","94","USA","Woody Allen","DreamWorks",25000000,"35171","7","6.8","6.7","6.6","6.6","6.7","6.6","6.6","6.9","6.9","6.9","6.8"
"131","tt0198021","Where the Heart Is","2000","Comedy","120","USA","Matt Williams","Twentieth Century Fox",15000000,"30631","7","6.9","6.6","6.8","6.4","6.5","6.3","6.6","7.1","7.1","7.1","7.3"
"132","tt0198284","After Sex","2000","Comedy","96","USA","Cameron Thor","Miracle Entertainment",5000000,"748","5","4","4.3","4.6","4.3","3.7","4.3","4.6","4.6","5.3","4.4","4.8"
"133","tt0198386","The Crew","2000","Comedy","88","USA","Michael Dinner","George Litto Productions",38000000,"4380","6","5.6","5.6","5.7","5.6","5.6","5.6","5.7","5.9","5.6","6","5.8"
"134","tt0198460","Escape to Grizzly Mountain","2000","Family","95","USA","Anthony Dalesandro","Emmett/Furla/Oasis Films (EFO Films)",4000000,"232","6","5.2","5.3","5.8","5.4","5.4","5.1","5.6","6.3","5","5.9","7.3"
"135","tt0198781","Monsters, Inc.","2001","Animation","92","USA","Pete Docter","Pixar Animation Studios",115000000,"760249","8","8.1","7.9","8","8","8.1","7.9","8","8.2","8.2","8.2","8.2"
"136","tt0199290","3 Strikes","2000","Comedy","82","USA","DJ Pooh","Absolute Entertainment (II)",3400000,"2836","5","4.5","4.2","3.9","4.2","4.7","4.2","3.9","4.4","3.9","4.6","4"
"137","tt0199725","Love & Basketball","2000","Drama","124","USA","Gina Prince-Bythewood","40 Acres & A Mule Filmworks",20000000,"17008","8","7.4","7.1","6.9","6.9","7.3","6.9","6.6","7.6","7.6","7.5","7.6"
